Octopus_Gene	Human_Homolog	Percentage	E-value_octo2human
Ocbimv22010185m	MGME1	48.78	55.6
Ocbimv22012637m	NHP2	47.541	55.6
Ocbimv22029555m	PHPT1	47.5	55.6
Ocbimv22024383m	KIF2B	46.875	55.6
Ocbimv22034177m	ANO8	46.512	55.6
Ocbimv22034178m	ANO8	46.512	55.6
Ocbimv22034179m	ANO8	46.512	55.6
Ocbimv22027240m	ENPP1	46.341	55.6
Ocbimv22022810m	LAP3	46.154	55.6
Ocbimv22015049m	LIMA1	45.652	55.6
Ocbimv22015050m	LIMA1	45.652	55.6
Ocbimv22015051m	LIMA1	45.652	55.6
Ocbimv22015053m	LIMA1	45.652	55.6
Ocbimv22003552m	CDC14A	45.455	55.6
Ocbimv22007080m	SLC15A2	45.455	55.6
Ocbimv22023867m	PGBD4	44.231	55.6
Ocbimv22003160m	HHIPL1	44.186	55.6
Ocbimv22031637m	DPF1	44.186	55.6
Ocbimv22025355m	CTDSP2	43.86	55.6
Ocbimv22007329m	CASP7	43.75	55.6
Ocbimv22007889m	PBDC1	43.75	55.6
Ocbimv22009882m	MORN3	43.75	55.6
Ocbimv22023107m	MED15	43.137	55.6
Ocbimv22002135m	ANGPTL5	42.857	55.6
Ocbimv22015204m	PLBD2	42.857	55.6
Ocbimv22023712m	SLC31A2	42.857	55.6
Ocbimv22031506m	TFB1M	42.857	55.6
Ocbimv22011677m	COA8	42.553	55.6
Ocbimv22011678m	COA8	42.553	55.6
Ocbimv22028598m	description:ovostatin	42.373	55.6
Ocbimv22030317m	SDR42E2	42.188	55.6
Ocbimv22018973m	TMEM9B	41.86	55.6
Ocbimv22018974m	TMEM9B	41.86	55.6
Ocbimv22023687m	SDR42E2	41.667	55.6
Ocbimv22026145m	FNIP2	41.667	55.6
Ocbimv22037394m	DAP3	41.509	55.6
Ocbimv22025670m	FAM167B	41.304	55.6
Ocbimv22010207m	DMPK	41.176	55.6
Ocbimv22006077m	CALM2	41.071	55.6
Ocbimv22007442m	GTF2IRD2	40.741	55.6
Ocbimv22017466m	SLC4A9	40.351	55.6
Ocbimv22022561m	DEPDC5	39.683	55.6
Ocbimv22022562m	DEPDC5	39.683	55.6
Ocbimv22032513m	EPM2AIP1	39.655	55.6
Ocbimv22032657m	ZNF577	39.655	55.6
Ocbimv22032658m	ZNF577	39.655	55.6
Ocbimv22012598m	SDR42E2	39.437	55.6
Ocbimv22029189m	PLCXD1	39.286	55.6
Ocbimv22033459m	CALD1	39.241	55.6
Ocbimv22018624m	SDR42E2	39.13	55.6
Ocbimv22023657m	PGBD1	38.462	55.6
Ocbimv22020108m	PGBD4	38.333	55.6
Ocbimv22023888m	CDKN2C	37.975	55.6
Ocbimv22023889m	CDKN2C	37.975	55.6
Ocbimv22031502m	RNF24	37.931	55.6
Ocbimv22000772m	SLC22A13	37.879	55.6
Ocbimv22030578m	GRHL2	37.736	55.6
Ocbimv22029468m	RBM14	37.5	55.6
Ocbimv22036573m	GCK	37.5	55.6
Ocbimv22004093m	TECTA	37.255	55.6
Ocbimv22015341m	SV2C	37.097	55.6
Ocbimv22015343m	SV2C	37.097	55.6
Ocbimv22004833m	CRADD	37.037	55.6
Ocbimv22022678m	TNS2	37.037	55.6
Ocbimv22028270m	FUT2	36.842	55.6
Ocbimv22015990m	ZZEF1	36.667	55.6
Ocbimv22003530m	SLC5A12	36.364	55.6
Ocbimv22008932m	MGRN1	36.364	55.6
Ocbimv22020862m	TMEM38B	36.207	55.6
Ocbimv22020863m	TMEM38B	36.207	55.6
Ocbimv22002252m	SLCO2B1	35.938	55.6
Ocbimv22036896m	TMEM216	35.821	55.6
Ocbimv22037057m	NOP9	35.593	55.6
Ocbimv22031615m	ZMYM6	35.484	55.6
Ocbimv22035231m	COL12A1	35.443	55.6
Ocbimv22027299m	VPS13D	35.417	55.6
Ocbimv22033853m	VAT1L	35.366	55.6
Ocbimv22013967m	CLTCL1	34.545	55.6
Ocbimv22002899m	KLHL17	34.375	55.6
Ocbimv22016399m	SLC17A8	34.328	55.6
Ocbimv22032334m	LPCAT4	34.247	55.6
Ocbimv22032471m	KCNQ5	34.247	55.6
Ocbimv22011963m	DGKK	34.118	55.6
Ocbimv22037273m	APCDD1	33.962	55.6
Ocbimv22019979m	FAM200B	33.871	55.6
Ocbimv22030380m	TEP1	33.784	55.6
Ocbimv22001310m	ZBED8	33.75	55.6
Ocbimv22013733m	DARS2	33.333	55.6
Ocbimv22013734m	DARS2	33.333	55.6
Ocbimv22029020m	AGBL5	33.333	55.6
Ocbimv22021662m	ZBED8	32.836	55.6
Ocbimv22007432m	RBMX	32.468	55.6
Ocbimv22030305m	SLC7A7	32.432	55.6
Ocbimv22018739m	TOR3A	32.353	55.6
Ocbimv22034329m	CELSR2	32.051	55.6
Ocbimv22000457m	RPTN	32.0	55.6
Ocbimv22016542m	PPP2R1A	31.765	55.6
Ocbimv22024089m	XRCC1	31.646	55.6
Ocbimv22024091m	XRCC1	31.646	55.6
Ocbimv22038359m	TBC1D2	31.579	55.6
Ocbimv22038360m	TBC1D2	31.579	55.6
Ocbimv22038361m	TBC1D2	31.579	55.6
Ocbimv22038362m	TBC1D2	31.579	55.6
Ocbimv22002839m	KCNG2	31.429	55.6
Ocbimv22037397m	HRH2	31.081	55.6
Ocbimv22006386m	SDR42E2	31.034	55.6
Ocbimv22033579m	FAM3C	30.882	55.6
Ocbimv22033580m	FAM3C	30.882	55.6
Ocbimv22020061m	MICU1	30.769	55.6
Ocbimv22033729m	DNAH17	30.769	55.6
Ocbimv22037808m	METTL17	29.333	55.6
Ocbimv22022285m	ZMYM6	29.167	55.6
Ocbimv22032959m	CCDC73	28.972	55.6
Ocbimv22011531m	PGBD1	28.571	55.6
Ocbimv22031684m	EIF2A	28.571	55.6
Ocbimv22023761m	SOX2	28.205	55.6
Ocbimv22023764m	SOX2	28.205	55.6
Ocbimv22023765m	SOX2	28.205	55.6
Ocbimv22023770m	SOX2	28.205	55.6
Ocbimv22024165m	PHGDH	28.0	55.6
Ocbimv22018313m	CEL	27.103	55.6
Ocbimv22037325m	PRKG1	26.271	55.6
Ocbimv22005060m	NR1H3	26.05	55.6
Ocbimv22036794m	PEG3	25.397	55.6
Ocbimv22008239m	SLC16A2	25.263	55.6
Ocbimv22019121m	SPRR3	25.0	55.6
Ocbimv22000773m	SLC22A13	24.0	55.6
Ocbimv22017116m	description:novel	23.423	55.6
Ocbimv22022120m	CETN2	20.325	55.6
Ocbimv22008343m	TFDP2	76.923	55.7
Ocbimv22008344m	TFDP2	76.923	55.7
Ocbimv22018470m	DCLRE1B	74.194	55.7
Ocbimv22031633m	NUP50	65.957	55.7
Ocbimv22031634m	NUP50	65.957	55.7
Ocbimv22024821m	ZNF207	62.857	55.7
Ocbimv22015048m	LIMA1	45.652	55.7
Ocbimv22015052m	LIMA1	45.652	55.7
Ocbimv22020349m	GTF2A1	40.0	55.7
Ocbimv22010077m	SMARCA4	33.929	55.7
Ocbimv22029765m	FRMPD2	32.222	55.7
Ocbimv22032060m	DNAAF11	32.039	55.7
Ocbimv22020748m	SMARCD1	31.579	55.7
Ocbimv22013670m	SPAG9	63.636	55.8
Ocbimv22024602m	SURF2	43.478	55.8
Ocbimv22007935m	FAM186A	41.772	55.8
Ocbimv22010775m	UNK	34.783	55.8
Ocbimv22010776m	UNK	34.783	55.8
Ocbimv22008984m	PDXDC1	34.483	55.8
Ocbimv22035842m	PAIP1	34.426	55.8
Ocbimv22006454m	SRY	32.759	55.8
Ocbimv22030303m	TDRD12	30.864	55.8
Ocbimv22002449m	UTP3	26.549	55.8
Ocbimv22023573m	HSPA9	72.414	55.9
Ocbimv22017421m	DDR2	61.111	55.9
Ocbimv22015196m	PMS2	54.762	55.9
Ocbimv22026889m	ZNF229	46.809	55.9
Ocbimv22028510m	ZNF664	45.652	55.9
Ocbimv22022751m	SGK3	37.313	55.9
Ocbimv22001036m	SOX12	32.0	55.9
Ocbimv22003270m	HSPA14	31.325	55.9
Ocbimv22007367m	CRTC2	70.968	56.0
Ocbimv22029701m	PCGF6	57.5	56.0
Ocbimv22009572m	GDI1	46.809	56.0
Ocbimv22026539m	FAM161B	42.308	56.0
Ocbimv22031600m	PLEKHM1	40.909	56.0
Ocbimv22002794m	SPATA7	33.803	56.0
Ocbimv22001686m	TGFBI	30.508	56.0
Ocbimv22017432m	LRRC74B	30.337	56.0
Ocbimv22038788m	LHX3	29.245	56.0
Ocbimv22031544m	BAZ2B	27.835	56.0
Ocbimv22029000m	RUFY1	25.676	56.0
Ocbimv22008689m	SLC25A38	81.481	56.1
Ocbimv22025195m	TBCB	72.0	56.1
Ocbimv22025196m	TBCB	72.0	56.1
Ocbimv22013221m	TBX19	71.875	56.1
Ocbimv22013222m	TBX19	71.875	56.1
Ocbimv22007999m	PHOX2A	71.429	56.1
Ocbimv22011606m	ZSCAN21	71.429	56.1
Ocbimv22026638m	ABI2	70.0	56.1
Ocbimv22001115m	SPAG9	69.697	56.1
Ocbimv22011177m	ST18	66.667	56.1
Ocbimv22001999m	SGCZ	65.854	56.1
Ocbimv22014054m	NUFIP1	65.625	56.1
Ocbimv22034294m	PLD3	65.385	56.1
Ocbimv22001580m	RPL29	64.706	56.1
Ocbimv22014289m	CNPY4	63.889	56.1
Ocbimv22025642m	HS3ST1	63.636	56.1
Ocbimv22038037m	HS3ST1	63.636	56.1
Ocbimv22002801m	NOP53	61.111	56.1
Ocbimv22034599m	GRM7	60.0	56.1
Ocbimv22034728m	IDH3G	57.143	56.1
Ocbimv22002117m	TRIM3	56.25	56.1
Ocbimv22001535m	SKIL	55.882	56.1
Ocbimv22019411m	ZNF791	55.882	56.1
Ocbimv22015104m	GSE1	55.814	56.1
Ocbimv22035058m	UPRT	55.0	56.1
Ocbimv22012382m	ZDHHC11	54.839	56.1
Ocbimv22016011m	MSS51	54.839	56.1
Ocbimv22022914m	MSS51	54.839	56.1
Ocbimv22012992m	LRRC46	54.762	56.1
Ocbimv22020167m	SLC6A13	54.545	56.1
Ocbimv22034842m	PARP16	54.054	56.1
Ocbimv22036825m	ACY1	53.488	56.1
Ocbimv22017871m	NADK2	53.333	56.1
Ocbimv22020106m	SLC17A9	52.632	56.1
Ocbimv22003977m	description:novel	52.5	56.1
Ocbimv22019405m	ZNF550	52.273	56.1
Ocbimv22015377m	LRP6	51.429	56.1
Ocbimv22026594m	TLCD4-RWDD3	51.282	56.1
Ocbimv22036133m	FUNDC2	51.22	56.1
Ocbimv22028317m	CLCN7	51.163	56.1
Ocbimv22017424m	ZMYM5	50.0	56.1
Ocbimv22026988m	CLPTM1	50.0	56.1
Ocbimv22031009m	CA10	48.78	56.1
Ocbimv22029643m	CHAC1	48.077	56.1
Ocbimv22001588m	DUOX1	47.826	56.1
Ocbimv22029021m	ANAPC7	47.826	56.1
Ocbimv22032482m	AQP6	47.619	56.1
Ocbimv22033169m	MRPL20	47.273	56.1
Ocbimv22000666m	FTHL17	47.059	56.1
Ocbimv22038504m	SDR42E2	47.059	56.1
Ocbimv22002151m	ASCL3	46.0	56.1
Ocbimv22002740m	CAAP1	46.0	56.1
Ocbimv22005408m	SEC14L2	46.0	56.1
Ocbimv22002994m	VWDE	45.652	56.1
Ocbimv22022725m	PGM3	45.652	56.1
Ocbimv22022369m	ZNF551	45.455	56.1
Ocbimv22021492m	TG	45.0	56.1
Ocbimv22016467m	TSPAN12	44.444	56.1
Ocbimv22004176m	RGN	43.75	56.1
Ocbimv22016978m	NT5E	43.396	56.1
Ocbimv22026825m	FREM1	43.182	56.1
Ocbimv22013786m	DUSP15	42.593	56.1
Ocbimv22010123m	TMED5	42.553	56.1
Ocbimv22022530m	CSAD	42.553	56.1
Ocbimv22011856m	DAD1	42.5	56.1
Ocbimv22018942m	PROM1	42.308	56.1
Ocbimv22018943m	PROM1	42.308	56.1
Ocbimv22018946m	PROM1	42.308	56.1
Ocbimv22018948m	PROM1	42.308	56.1
Ocbimv22006120m	IMMP2L	41.509	56.1
Ocbimv22000425m	CHI3L2	41.071	56.1
Ocbimv22019188m	CCNP	40.984	56.1
Ocbimv22020971m	DMAC2L	40.909	56.1
Ocbimv22031597m	PLEKHM1	40.909	56.1
Ocbimv22031598m	PLEKHM1	40.909	56.1
Ocbimv22031599m	PLEKHM1	40.909	56.1
Ocbimv22030758m	SDR42E2	40.845	56.1
Ocbimv22038017m	POLE4	40.741	56.1
Ocbimv22003375m	NPHP4	40.678	56.1
Ocbimv22003376m	NPHP4	40.678	56.1
Ocbimv22003377m	NPHP4	40.678	56.1
Ocbimv22003378m	NPHP4	40.678	56.1
Ocbimv22037839m	TMBIM1	40.385	56.1
Ocbimv22006919m	ZDHHC1	40.0	56.1
Ocbimv22009750m	ABCD1	40.0	56.1
Ocbimv22009751m	ABCD1	40.0	56.1
Ocbimv22024978m	UGT3A1	40.0	56.1
Ocbimv22026790m	HCN4	40.0	56.1
Ocbimv22002945m	SLCO2B1	39.583	56.1
Ocbimv22022210m	SDR42E2	39.286	56.1
Ocbimv22030759m	SDR42E2	39.062	56.1
Ocbimv22038608m	AIRE	38.636	56.1
Ocbimv22038609m	AIRE	38.636	56.1
Ocbimv22019179m	BAG1	38.571	56.1
Ocbimv22007905m	LHFPL6	38.462	56.1
Ocbimv22010871m	DR1	38.333	56.1
Ocbimv22030916m	DGUOK	38.182	56.1
Ocbimv22025933m	KCNA2	37.5	56.1
Ocbimv22038019m	AQP3	37.5	56.1
Ocbimv22033029m	DUSP22	36.232	56.1
Ocbimv22007697m	FAM200B	36.066	56.1
Ocbimv22011173m	MPP4	35.938	56.1
Ocbimv22014133m	SDR42E2	35.897	56.1
Ocbimv22016241m	GUCY2F	35.593	56.1
Ocbimv22019505m	CCNK	35.443	56.1
Ocbimv22019207m	NSUN5	34.426	56.1
Ocbimv22024194m	SDR42E2	34.328	56.1
Ocbimv22004203m	SDR42E2	34.146	56.1
Ocbimv22002638m	SORD	33.929	56.1
Ocbimv22021377m	PANK2	33.824	56.1
Ocbimv22028914m	ZW10	33.824	56.1
Ocbimv22006252m	FLYWCH1	33.784	56.1
Ocbimv22018508m	SDR42E2	33.333	56.1
Ocbimv22028402m	HGS	33.333	56.1
Ocbimv22036848m	ZBED8	33.333	56.1
Ocbimv22001599m	JUND	32.911	56.1
Ocbimv22020391m	CUL5	32.787	56.1
Ocbimv22038405m	RBM28	32.394	56.1
Ocbimv22002484m	NLN	31.25	56.1
Ocbimv22008392m	SLCO2B1	30.769	56.1
Ocbimv22008393m	SLCO2B1	30.769	56.1
Ocbimv22020628m	CAPN8	30.769	56.1
Ocbimv22019808m	GCNT4	30.667	56.1
Ocbimv22026966m	DSPP	30.653	56.1
Ocbimv22006682m	DECR1	30.556	56.1
Ocbimv22017430m	LRRC74B	30.337	56.1
Ocbimv22017431m	LRRC74B	30.337	56.1
Ocbimv22024772m	NUAK1	30.303	56.1
Ocbimv22001517m	UGT2A1	30.12	56.1
Ocbimv22034282m	CCDC167	30.0	56.1
Ocbimv22035084m	MTERF4	30.0	56.1
Ocbimv22035085m	MTERF4	30.0	56.1
Ocbimv22035086m	MTERF4	30.0	56.1
Ocbimv22012768m	PTCD2	28.846	56.1
Ocbimv22020406m	HCN1	27.957	56.1
Ocbimv22011397m	OPRM1	26.923	56.1
Ocbimv22001112m	OSGEP	24.762	56.1
Ocbimv22018726m	FMN2	21.379	56.1
Ocbimv22002862m	SON	21.239	56.1
Ocbimv22039917m	PPP1R12A	50.0	56.2
Ocbimv22034286m	NOD2	25.899	56.2
Ocbimv22008255m	RNF133	51.515	56.3
Ocbimv22007596m	NCAPH2	50.0	56.3
Ocbimv22017294m	PDZK1	49.057	56.3
Ocbimv22009939m	PINX1	46.341	56.3
Ocbimv22009940m	PINX1	46.341	56.3
Ocbimv22009941m	PINX1	46.341	56.3
Ocbimv22019800m	DOK3	45.098	56.3
Ocbimv22034393m	TCFL5	37.705	56.3
Ocbimv22024441m	TUT4	33.333	56.3
Ocbimv22003381m	NGRN	29.032	56.3
Ocbimv22019658m	APOB	27.907	56.3
Ocbimv22034284m	NOD2	25.899	56.3
Ocbimv22016953m	SIPA1L3	59.459	56.4
Ocbimv22012911m	KLHDC4	54.286	56.4
Ocbimv22009938m	PINX1	46.341	56.4
Ocbimv22012140m	ATOH8	46.154	56.4
Ocbimv22026991m	ARID4B	41.176	56.4
Ocbimv22015038m	UTRN	30.986	56.4
Ocbimv22015039m	UTRN	30.986	56.4
Ocbimv22015042m	UTRN	30.986	56.4
Ocbimv22015045m	UTRN	30.986	56.4
Ocbimv22021803m	RAPSN	24.476	56.4
Ocbimv22019693m	RPL36A	88.0	56.5
Ocbimv22015076m	ABHD17A	83.871	56.5
Ocbimv22003969m	PAH	83.333	56.5
Ocbimv22003970m	PAH	83.333	56.5
Ocbimv22000251m	PIGA	82.143	56.5
Ocbimv22030963m	SLC1A3	76.471	56.5
Ocbimv22032932m	MACROH2A2	73.333	56.5
Ocbimv22001152m	PKNOX2	72.414	56.5
Ocbimv22039935m	COX17	71.429	56.5
Ocbimv22039936m	COX17	71.429	56.5
Ocbimv22030979m	CCDC25	69.697	56.5
Ocbimv22002031m	HGSNAT	69.231	56.5
Ocbimv22019472m	PLCG2	68.966	56.5
Ocbimv22002913m	EFCAB11	68.75	56.5
Ocbimv22003876m	PARP6	68.75	56.5
Ocbimv22037799m	LDAH	65.625	56.5
Ocbimv22037800m	LDAH	65.625	56.5
Ocbimv22014031m	VPS26B	64.706	56.5
Ocbimv22035633m	CIAO3	64.516	56.5
Ocbimv22003002m	CRPPA	63.889	56.5
Ocbimv22013038m	TMEM17	63.889	56.5
Ocbimv22013040m	TMEM17	63.889	56.5
Ocbimv22014457m	ZNF841	63.889	56.5
Ocbimv22004318m	CNN3	62.5	56.5
Ocbimv22033429m	CES4A	62.5	56.5
Ocbimv22039357m	LEPROT	61.29	56.5
Ocbimv22000269m	SREK1	60.526	56.5
Ocbimv22035485m	USP16	60.526	56.5
Ocbimv22015404m	DOLK	60.417	56.5
Ocbimv22017390m	TRNT1	60.0	56.5
Ocbimv22003371m	HGF	58.824	56.5
Ocbimv22039541m	ZNF90	58.824	56.5
Ocbimv22004057m	COG7	58.537	56.5
Ocbimv22037874m	GGCT	58.333	56.5
Ocbimv22012439m	SLC9A9	57.576	56.5
Ocbimv22028123m	DDX11	57.143	56.5
Ocbimv22000915m	SAFB2	56.818	56.5
Ocbimv22012216m	ZNF660	56.757	56.5
Ocbimv22023780m	SLC3A2	55.882	56.5
Ocbimv22038284m	CPNE3	55.882	56.5
Ocbimv22013559m	SUB1	55.556	56.5
Ocbimv22030856m	IVD	55.0	56.5
Ocbimv22019410m	TRIM3	54.545	56.5
Ocbimv22005028m	SLC7A4	53.846	56.5
Ocbimv22017746m	SERTAD4	51.22	56.5
Ocbimv22023502m	CLGN	51.22	56.5
Ocbimv22014379m	CHML	51.163	56.5
Ocbimv22007049m	ABLIM1	51.064	56.5
Ocbimv22012846m	MRPL19	51.064	56.5
Ocbimv22008508m	NUCB2	50.0	56.5
Ocbimv22010865m	SNRPG	50.0	56.5
Ocbimv22026570m	description:novel	50.0	56.5
Ocbimv22028833m	VPS51	50.0	56.5
Ocbimv22028834m	VPS51	50.0	56.5
Ocbimv22028835m	VPS51	50.0	56.5
Ocbimv22028836m	VPS51	50.0	56.5
Ocbimv22029465m	GNA11	50.0	56.5
Ocbimv22029777m	COX16	50.0	56.5
Ocbimv22008735m	DRC3	49.02	56.5
Ocbimv22001876m	ATP5F1E	48.936	56.5
Ocbimv22014818m	SNU13	48.718	56.5
Ocbimv22028557m	TMPRSS13	48.276	56.5
Ocbimv22016937m	TSEN54	47.727	56.5
Ocbimv22019274m	TXNL4B	47.727	56.5
Ocbimv22033106m	DENR	47.727	56.5
Ocbimv22020714m	NCSTN	47.5	56.5
Ocbimv22038031m	SMYD3	47.5	56.5
Ocbimv22003272m	CHMP1A	47.273	56.5
Ocbimv22013597m	SNX1	47.059	56.5
Ocbimv22019493m	NCKIPSD	46.667	56.5
Ocbimv22033745m	BRCC3	46.512	56.5
Ocbimv22038580m	SNED1	45.833	56.5
Ocbimv22030381m	BHMT	45.652	56.5
Ocbimv22037263m	NBAS	45.455	56.5
Ocbimv22030341m	ELP1	45.283	56.5
Ocbimv22023135m	LCAT	45.0	56.5
Ocbimv22011833m	ZNF329	44.444	56.5
Ocbimv22029204m	SCIN	44.444	56.5
Ocbimv22036362m	TIGD1	44.444	56.5
Ocbimv22032067m	ALDH1L2	44.262	56.5
Ocbimv22032068m	ALDH1L2	44.262	56.5
Ocbimv22007545m	MRPS18A	44.231	56.5
Ocbimv22038903m	PGBD1	44.231	56.5
Ocbimv22004574m	SLC5A6	43.86	56.5
Ocbimv22000966m	MSANTD4	43.636	56.5
Ocbimv22033179m	BET1L	43.636	56.5
Ocbimv22018675m	MRPL38	43.478	56.5
Ocbimv22013901m	DENND3	43.396	56.5
Ocbimv22013902m	DENND3	43.396	56.5
Ocbimv22004342m	TMEM184C	42.857	56.5
Ocbimv22026162m	CD109	42.857	56.5
Ocbimv22005407m	SDR42E2	42.593	56.5
Ocbimv22039781m	RAPGEF6	41.818	56.5
Ocbimv22034834m	DYNC1LI2	41.379	56.5
Ocbimv22038749m	SDR42E2	40.323	56.5
Ocbimv22030433m	B3GALT9	40.299	56.5
Ocbimv22038610m	LUC7L3	40.0	56.5
Ocbimv22027872m	NLRC3	39.706	56.5
Ocbimv22035985m	FADS2	39.623	56.5
Ocbimv22008578m	INTS8	39.344	56.5
Ocbimv22011379m	ARPIN-AP3S2	39.286	56.5
Ocbimv22026997m	POMGNT1	39.216	56.5
Ocbimv22027338m	PPEF1	39.13	56.5
Ocbimv22031777m	BMP1	38.776	56.5
Ocbimv22031778m	BMP1	38.776	56.5
Ocbimv22031779m	BMP1	38.776	56.5
Ocbimv22031780m	BMP1	38.776	56.5
Ocbimv22032785m	TIGD1	38.596	56.5
Ocbimv22036983m	GABRQ	38.298	56.5
Ocbimv22034204m	ZNF202	38.182	56.5
Ocbimv22036932m	FZR1	38.182	56.5
Ocbimv22006947m	GABBR2	38.095	56.5
Ocbimv22006948m	GABBR2	38.095	56.5
Ocbimv22006878m	EIF4E2	37.736	56.5
Ocbimv22020506m	description:novel	37.681	56.5
Ocbimv22009881m	MORN2	37.5	56.5
Ocbimv22025154m	MEP1A	37.5	56.5
Ocbimv22031810m	PPEF1	37.5	56.5
Ocbimv22035738m	KCTD1	37.143	56.5
Ocbimv22034194m	GTF2IRD2	37.097	56.5
Ocbimv22001584m	CMTR1	36.923	56.5
Ocbimv22001585m	CMTR1	36.923	56.5
Ocbimv22012279m	SH2D6	36.923	56.5
Ocbimv22007485m	TMEM272	36.364	56.5
Ocbimv22007487m	TMEM272	36.364	56.5
Ocbimv22022959m	ATPAF1	36.364	56.5
Ocbimv22001707m	HMOX2	35.849	56.5
Ocbimv22001708m	HMOX2	35.849	56.5
Ocbimv22019034m	C22orf39	35.849	56.5
Ocbimv22010332m	SMN1	35.526	56.5
Ocbimv22006798m	NOD1	35.514	56.5
Ocbimv22010867m	MAPRE2	35.484	56.5
Ocbimv22025045m	MCM7	35.484	56.5
Ocbimv22025046m	MCM7	35.484	56.5
Ocbimv22003003m	RNF38	35.294	56.5
Ocbimv22011217m	LMF1	35.294	56.5
Ocbimv22022464m	TTC6	34.375	56.5
Ocbimv22019821m	AUH	34.286	56.5
Ocbimv22027759m	CDCP2	33.962	56.5
Ocbimv22000150m	MUC5AC	33.333	56.5
Ocbimv22002386m	CAPN3	33.333	56.5
Ocbimv22015460m	MATN4	33.333	56.5
Ocbimv22032644m	TPT1	33.333	56.5
Ocbimv22000336m	SAXO2	32.895	56.5
Ocbimv22009410m	NEBL	31.579	56.5
Ocbimv22019379m	PDXP	31.081	56.5
Ocbimv22035322m	UTP4	31.081	56.5
Ocbimv22029764m	THADA	31.034	56.5
Ocbimv22015036m	UTRN	30.986	56.5
Ocbimv22015037m	UTRN	30.986	56.5
Ocbimv22015040m	UTRN	30.986	56.5
Ocbimv22015041m	UTRN	30.986	56.5
Ocbimv22015043m	UTRN	30.986	56.5
Ocbimv22015044m	UTRN	30.986	56.5
Ocbimv22015046m	UTRN	30.986	56.5
Ocbimv22015047m	UTRN	30.986	56.5
Ocbimv22006387m	ZC3H13	30.769	56.5
Ocbimv22038747m	PLEKHA6	30.12	56.5
Ocbimv22005261m	CNGA3	29.63	56.5
Ocbimv22035960m	SOX10	29.63	56.5
Ocbimv22012520m	ZNF786	29.213	56.5
Ocbimv22037947m	SDR42E2	28.713	56.5
Ocbimv22029569m	KALRN	28.378	56.5
Ocbimv22038660m	TBC1D17	28.283	56.5
Ocbimv22018829m	MUC5AC	27.907	56.5
Ocbimv22017041m	SPOPL	27.381	56.5
Ocbimv22008145m	HCN3	27.083	56.5
Ocbimv22026989m	ARID1A	26.829	56.5
Ocbimv22030747m	WDR5	26.606	56.5
Ocbimv22029716m	TTC28	26.056	56.5
Ocbimv22028049m	MBOAT1	25.316	56.5
Ocbimv22035681m	PDE6B	25.0	56.5
Ocbimv22009600m	MTX2	24.752	56.5
Ocbimv22022538m	OTUD3	24.211	56.5
Ocbimv22008245m	SLC16A2	23.958	56.5
Ocbimv22011570m	AP3B2	23.958	56.5
Ocbimv22011518m	TCERG1	23.741	56.5
Ocbimv22005561m	CENPL	23.301	56.5
Ocbimv22005562m	CENPL	23.301	56.5
Ocbimv22035014m	RCBTB2	23.0	56.5
Ocbimv22014242m	SLC16A6	22.43	56.5
Ocbimv22038989m	DHRS11	54.054	56.6
Ocbimv22038108m	DHX33	48.148	56.6
Ocbimv22035054m	SH3BGR	47.5	56.6
Ocbimv22032157m	TDRKH	45.098	56.6
Ocbimv22006031m	FYB1	41.509	56.6
Ocbimv22026992m	ARID4B	41.176	56.6
Ocbimv22017190m	RUNX1T1	37.5	56.6
Ocbimv22015069m	FKBP1C	35.821	56.6
Ocbimv22014856m	ZC3H13	30.476	56.6
Ocbimv22027706m	GOLGA6L4	20.53	56.6
Ocbimv22027707m	GOLGA6L4	20.53	56.6
Ocbimv22010331m	NECAP2	64.706	56.7
Ocbimv22018815m	SMN1	64.516	56.7
Ocbimv22038116m	SMARCE1	53.659	56.7
Ocbimv22038118m	SMARCE1	53.659	56.7
Ocbimv22025327m	TCF15	45.763	56.7
Ocbimv22014530m	DMD	42.0	56.7
Ocbimv22019871m	HMBOX1	40.678	56.7
Ocbimv22019872m	HMBOX1	40.678	56.7
Ocbimv22021269m	GOLGA4	32.0	56.7
Ocbimv22035959m	SOX10	29.63	56.7
Ocbimv22002288m	GOLGA6L22	16.783	56.7
Ocbimv22028296m	MYT1L	80.0	56.8
Ocbimv22013891m	MT-CYB	56.818	56.8
Ocbimv22013575m	CCDC124	48.889	56.8
Ocbimv22004856m	BUB1	40.741	56.8
Ocbimv22033409m	LAP3	37.097	56.8
Ocbimv22003292m	SLC9A3R1	36.923	56.8
Ocbimv22028018m	LDB3	34.722	56.8
Ocbimv22029863m	LONRF3	30.508	56.8
Ocbimv22006051m	LRRC34	30.108	56.8
Ocbimv22006052m	LRRC34	30.108	56.8
Ocbimv22010330m	NECAP2	64.706	56.9
Ocbimv22001049m	SLC4A5	59.375	56.9
Ocbimv22003158m	LGALS3BP	52.381	56.9
Ocbimv22005584m	PRC1	43.396	56.9
Ocbimv22002592m	NUP133	42.373	56.9
Ocbimv22033330m	ARMC1	39.706	56.9
Ocbimv22006370m	RNF149	37.209	56.9
Ocbimv22003294m	SLC9A3R1	36.923	56.9
Ocbimv22034656m	VWA3B	30.556	56.9
Ocbimv22012072m	ERCC3	95.833	57.0
Ocbimv22027533m	SSBP4	95.833	57.0
Ocbimv22008126m	GOSR1	85.714	57.0
Ocbimv22008128m	GOSR1	85.714	57.0
